corrected_at_inspection,correction_deadline,correction_verified,date,facility_id,narrative_id,risk_level,source,standard,corrected_on_time
Yes,2013-08-15 00:00:00,,2013-08-15 00:00:00,105204,977893042,Medium Low,Monitoring Inspections,"749.1371(3) - Discharge or Transfer Summary-For discharge, must include name, address, telephone number, relationship of person to whom child is discharged",True
No,2013-08-29 00:00:00,2013-09-04 00:00:00,2013-08-15 00:00:00,105204,977893040,Medium,Monitoring Inspections,749.1005(d) - Informing child of rights-Person being informed must sign statement indicating he read and understands rights;  signed copy filed in child's record,False
No,2013-08-29 00:00:00,2013-09-04 00:00:00,2013-08-15 00:00:00,105204,977857441,Medium,Monitoring Inspections,"749.3343(b) - Adoption Preparation-For children under 5 years old, must include as many required items as appropriate based on child's age and intellectual level",False
No,2013-08-15 00:00:00,2013-08-22 00:00:00,2013-08-14 00:00:00,105204,978125516,High,Assessments,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",False
No,2013-09-27 00:00:00,2013-10-01 00:00:00,2013-08-06 00:00:00,105204,978030462,High,Reports,"745.615(a)(7) - Required background checks - Persons 14 years or older, other than clients, who will regularly or frequently be present while children are in care ",False
No,2013-06-14 00:00:00,2013-06-14 00:00:00,2013-04-02 00:00:00,105204,978030451,Medium,Self Reported Incidents,749.1003(b)(1) - Children's rights-Adhere to the child's rights to appropriate care and treatment in least restrictive setting available that meets the child's needs,True
No,2013-03-19 00:00:00,2013-03-22 00:00:00,2013-03-05 00:00:00,105204,977745846,Medium Low,Monitoring Inspections,749.2471(3)(A) - Verification-Includes obtaining floor plan showing dimensions and purposes of all rooms in the home and identifying indoor areas for children's use,False
Yes,2013-03-05 00:00:00,,2013-03-05 00:00:00,105204,977922064,Low,Monitoring Inspections,749.535(a)(1) - Active records-All documentation in the record no later than 30 days after the occurrence or event,True
No,2013-03-19 00:00:00,2013-03-22 00:00:00,2013-03-05 00:00:00,105204,977816582,High,Monitoring Inspections,745.625(7) - Background checks submitted - Every 24 months after each person's background check was first submitted,False
No,2014-12-12 00:00:00,2014-12-11 00:00:00,2014-12-04 00:00:00,165741,978020845,Medium Low,Monitoring Inspections,"749.1417(b) - TB exam-Documentation of baseline test or chest xray results in person's record w/in 40 days of beginning to live, work, volunteer at operation",True
No,2014-12-12 00:00:00,2014-12-11 00:00:00,2014-12-04 00:00:00,165741,977914908,Medium,Monitoring Inspections,749.1427(a) - Vision and Hearing-Each child screened for possible vision and hearing problems; professional vision and hearing exam if problems detected,True
No,2014-02-04 00:00:00,2014-02-04 00:00:00,2014-01-21 00:00:00,165741,978005936,Medium Low,Monitoring Inspections,"749.1417(b) - TB exam-Documentation of baseline test or chest xray results in person's record w/in 40 days of beginning to live, work, volunteer at operation",True
No,2014-02-04 00:00:00,2014-02-04 00:00:00,2014-01-21 00:00:00,165741,977935300,Medium High,Monitoring Inspections,749.2471(4)(A) - Verification-Includes ensuring and documenting that the home meets tuberculosis screening requirements,True
No,2014-02-04 00:00:00,2014-02-04 00:00:00,2014-01-21 00:00:00,165741,977899874,Medium,Monitoring Inspections,749.2447(6) - Foster Home Screening-Agency documents the financial status of the prospective foster family; family's income is verified and documented,True
No,2013-06-26 00:00:00,2013-06-25 00:00:00,2013-03-29 00:00:00,165741,978075870,High,Reports,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,True
No,2015-01-30 00:00:00,2015-01-30 00:00:00,2015-01-14 00:00:00,828289,978109817,Medium Low,Reports,749.1543(a) - Medication records-The foster parents must maintain medication records at the foster home for current month,True
No,2014-09-26 00:00:00,2014-09-26 00:00:00,2014-09-25 00:00:00,828289,977803897,High,Monitoring Inspections,"745.625(b) - Renewal background checks submitted - No later than two years from the date of your most recently requested initial or renewal background check
",True
Yes,2013-12-27 00:00:00,,2013-12-19 00:00:00,828289,978109809,Medium,Reports,749.2595(b)(1) - Supervision-Video cameras may not be used with children other than infants and toddlers unless parent or person legally authorized gives consent,True
No,2013-12-20 00:00:00,2013-12-27 00:00:00,2013-12-19 00:00:00,828289,978109810,High,Reports,745.625(7) - Background checks submitted - Every 24 months after each person's background check was first submitted,False
No,2013-10-24 00:00:00,2013-10-08 00:00:00,2013-10-10 00:00:00,828289,978003417,High,Monitoring Inspections,"745.615(a)(4) - Required background check - each current or prospective foster parent providing foster care through a child-placing agency;
",True
No,2014-11-13 00:00:00,2014-11-14 00:00:00,2014-11-13 00:00:00,101277,978126707,High,Assessments,745.625(a)(6) - Initial background check submitted - At the time you become aware of anyone requiring a background check under 745.615,False
No,2014-08-20 00:00:00,2014-08-13 00:00:00,2014-06-19 00:00:00,101277,978047907,Medium High,Reports,749.1811(b) - Infant requirements-The safety straps must be fastened whenever the infant is using the equipment,True
No,2014-02-12 00:00:00,2014-02-12 00:00:00,2013-12-23 00:00:00,101277,978047894,Medium High,Self Reported Incidents,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",True
No,2014-02-12 00:00:00,2014-02-12 00:00:00,2013-12-23 00:00:00,101277,978047895,High,Self Reported Incidents,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2014-02-24 00:00:00,2014-02-24 00:00:00,2013-10-03 00:00:00,101277,978047886,Medium High,Reports,"749.1957(8) - Other Prohibited Discipline-Humiliating, shaming, ridiculing, rejecting, or yelling at a child",True
No,2014-02-24 00:00:00,2014-02-24 00:00:00,2013-10-03 00:00:00,101277,978047887,High,Reports,"749.607(1) - Employee and caregiver responsibilities-Competency, prudent judgment, self-control in presence of children and when performing assigned tasks",True
No,2013-08-29 00:00:00,2013-09-05 00:00:00,2013-08-05 00:00:00,101277,978047875,Medium High,Reports,"749.1003(b)(5) - Children's rights-Adhere to the child's rights to be free from any harsh, cruel, unusual, unnecessary, demeaning, or humiliating punishment",False
No,2013-07-19 00:00:00,2013-07-17 00:00:00,2013-07-03 00:00:00,101277,977961049,Medium High,Monitoring Inspections,749.2913(b)(2) - Fire Extinguisher-The fire extinguisher(s) must be checked for proper weight at least once a year,True
Yes,2013-07-03 00:00:00,,2013-06-25 00:00:00,101277,978047868,High,Self Reported Incidents,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-06-06 00:00:00,2013-06-06 00:00:00,2013-06-04 00:00:00,101277,978047867,Medium High,Self Reported Incidents,749.503(a)(2)(A) - Serious Incident-Report to Licensing critical injury or illness that warrants treatment by a medical professional/hospitalization,True
No,2015-01-30 00:00:00,2015-01-16 00:00:00,2014-09-22 00:00:00,275037,978080228,Medium High,Reports,"749.3065(a) - Food Choices-caregiver must offer a child a meal or snack, but may not force the child to eat",True
No,2015-01-30 00:00:00,2015-01-16 00:00:00,2014-09-22 00:00:00,275037,978080229,High,Reports,TFC261.3031 - Failure to cooperate with an investigation,True
No,2013-09-16 00:00:00,2013-11-12 00:00:00,2011-12-15 00:00:00,275037,978080226,Medium High,Reports,749.2051(a)(2) - Emergency Behavior Intervention-Use personal restraint only if agency policies permit and requirements of this subchapter are met,False
No,2013-09-16 00:00:00,2013-11-12 00:00:00,2011-12-15 00:00:00,275037,978080221,Medium High,Reports,749.1003(b)(5)(F) - Children's rights-Adhere to the child's rights to be free from being subjected to remarks that belittle or ridicule the child or the child's family,False
No,2013-09-16 00:00:00,2013-11-12 00:00:00,2011-12-15 00:00:00,275037,978080227,High,Reports,"745.615(a)(6)(D) - Required background check - Each person at least 14 years of age, other than a client in care, who resides at the operation",False
No,2013-09-16 00:00:00,2013-11-12 00:00:00,2011-12-15 00:00:00,275037,978080216,High,Reports,745.615(a)(4) - Required background check - each current or prospective foster parent providing foster care through a child-placing agency;,False
No,2013-07-26 00:00:00,2013-07-24 00:00:00,2013-07-16 00:00:00,110746,977880899,Medium High,Monitoring Inspections,749.861(b) - Pre-Service Training-Ensure caregiver has the necessary experience needed to care for child's treatment needs before placing a child in their care,True
No,2013-07-26 00:00:00,2013-07-24 00:00:00,2013-07-16 00:00:00,110746,977845745,Medium,Monitoring Inspections,749.605(b)(2) - Minimum qualifications for employees-Record of a TB screening showing the employee is free of contagious TB as provided in 749.1417,True
No,2014-11-11 00:00:00,2014-11-13 00:00:00,2014-10-28 00:00:00,777769,977803944,Medium High,Monitoring Inspections,"749.1541(a) - Medication Record-Maintain cumulative record of prescription medications dispensed to child, include nonprescription meds for child under five yrs old",False
No,2014-11-11 00:00:00,2014-11-13 00:00:00,2014-10-28 00:00:00,777769,977944598,Low,Monitoring Inspections,749.1313(b) - Initial Service Planning Team-The child's record must include documentation of advance notice to parents and any responses,False
No,2014-12-08 00:00:00,2014-12-08 00:00:00,2014-10-21 00:00:00,777769,978106890,Medium,Reports,749.2565(a)(1) - Restrictions on Placing-May only place a child younger than 5 in a foster group home if that placement is necessary to maintain a sibling group,True
No,2014-08-20 00:00:00,2014-08-22 00:00:00,2014-07-12 00:00:00,777769,978106884,High,Reports,749.2593(a)(2) - Supervision-The caregiver is responsible for being aware of and accountable for each child's on-going activity,False
No,2014-01-17 00:00:00,2014-02-19 00:00:00,2014-01-10 00:00:00,777769,978125918,Medium Low,Assessments,749.1003(b)(21) - Children's rights-Adhere to the child's right to confidential care and treatment,False
No,2014-01-17 00:00:00,2014-02-19 00:00:00,2014-01-10 00:00:00,777769,978125917,Medium Low,Assessments,749.1003(b)(22) - Children's rights-Adhere to the child's right to consent in writing before participating in any publicity or fund raising activity for the agency,False
No,2014-02-07 00:00:00,2014-02-18 00:00:00,2014-01-02 00:00:00,777769,978106879,High,Reports,"749.1151(c) - Medical Requirements-A health-care professional must examine the child immediately, if he shows signs of abuse or illness",False
No,2013-11-01 00:00:00,2014-01-31 00:00:00,2013-10-31 00:00:00,777769,978125574,High,Assessments,749.1521(1) - Medication Storage-Store medication in a locked container,False
No,2013-11-01 00:00:00,2014-01-31 00:00:00,2013-10-31 00:00:00,777769,978125573,High,Assessments,"749.2961(a)(1)(A) - Weapons-If weapons/explosives/projectiles allowed, must ensure locked storage for weapons and ammunition",False
No,2013-08-08 00:00:00,2013-08-02 00:00:00,2013-06-25 00:00:00,777769,978106872,High,Reports,"749.1003(b)(8) - Children's rights-Adhere to the child's right to have a humane environment, including any treatment environment, which provides protection from harm",True
No,2013-04-26 00:00:00,2013-05-22 00:00:00,2013-04-19 00:00:00,777769,978124587,High,Assessments,"749.2961(a)(1)(C) - Weapons-If guns in locked storage with breakable front/enclosure, must secure guns with locked cable or chain placed through trigger guards",False
No,2013-04-05 00:00:00,2013-04-02 00:00:00,2013-03-13 00:00:00,777769,978106867,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",True
No,2013-04-01 00:00:00,2013-06-11 00:00:00,2013-01-21 00:00:00,777769,978106865,Medium Low,Reports,"749.1891(a)(1) - Educational services-Child must attend approved/accredited educational program, or service planning team must document justification for other program",False
No,2013-04-01 00:00:00,2013-06-11 00:00:00,2013-01-21 00:00:00,777769,978106864,Medium,Reports,749.1951(b)(5) - Disciplinary Measures-Must be appropriate to the incident & severity of the behavior demonstrated,False
No,2013-04-01 00:00:00,2013-06-11 00:00:00,2013-01-21 00:00:00,777769,978106866,High,Reports,"749.1953(a) - Corporal Punishment-May not use/threaten corporal punishment, such as hitting/spanking, forced exercise, holding physical position, unproductive work.",False
