administrator_director_name,adverse_action,conditions_on_permit,corrective_action,county,days_of_operation,email_address,facility_id,hours_of_operation,issuance_date,licensed_to_serve_ages,location_address,mailing_address,n_assessments,n_defic_high,n_defic_low,n_defic_medium,n_defic_medium_high,n_defic_medium_low,n_inspections,n_reports,n_self_reported_incidents,n_standards,open_branch_offices,open_foster_homes,operation_caregiver_name,operation_number,operation_type,other_schedule_information,phone_number,programmatic_services,temporarily_closed,treatment_services,type_of_issuance,website_address
Sharon Grandberry,No,-,No,JEFFERSON,,sgrandberry.tgif@yahoo.com,588268,,-,-,"990 IH 10 N STE 209 BEAUMONT, TX 77702","990 IH 10 N STE 215 BEAUMONT, TX 77702",2,6,1,2,5,1,10,5,0,1638,-,7,"The Grandberry Intervention Foundation, Inc. (TGIF)",830623-1567-2,Child Placing Agency  (Branch),,409-892-1808,,No,,,www.grandberryfoundation.org
Sharon Grandberry,No,No,No,BRAZOS,,tpfcpa@msn.com,1106901,-,4/7/2014,-,"6955 BROACH RD BRYAN, TX 77808","6955 BROACH RD BRYAN, TX 77808",0,0,0,2,0,1,9,1,0,6533,0,5,THE PAYTON FOUNDATION,1511164-8691,Child Placing Agency-Adoption Services,,979-589-3631,"Child Care,Assessment,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,
Leon Smith,No,-,No,TRAVIS,,,1113735,,-,-,"1340 AIRPORT COMMERCE DR STE 480 AUSTIN, TX 78741","1340 AIRPORT COMMERCE DR STE 480 AUSTIN, TX 78741",0,2,1,1,2,2,6,2,1,1963,-,0,Therapeutic Family Life,256263-105-16,Child Placing Agency  (Branch),,512-451-7310,,No,,,
Leon Smith,No,-,No,MONTGOMERY,,holly.jones@tflife.org,162781,,-,-,"100 I 45 N STE 220 CONROE, TX 77301","100 NORTH FWY STE 220 CONROE, TX 77301",0,7,0,5,6,2,38,14,6,6697,-,16,Therapeutic Family Life,256263-105-5,Child Placing Agency  (Branch),,936-756-1800,,No,,,
Leon Smith,No,-,No,KERR,,,346512,,-,-,"101 FAIRWAY DR KERRVILLE, TX 78028","101 FAIRWAY DR KERRVILLE, TX 78028",0,3,1,1,8,1,22,12,3,3220,-,10,Therapeutic Family Life,256263-105-14,Child Placing Agency  (Branch),,830-257-4734,,No,,,
Leon Smith,No,-,No,BEXAR,,melissa.allen@tflife.org,161903,,-,-,"7704 S LOOP 1604 E ELMENDORF, TX 78112","7704 S LOOP 1604 E ELMENDORF, TX 78112",0,25,1,9,25,2,161,90,39,3217,-,55,Therapeutic Family Life,256263-105-4,Child Placing Agency  (Branch),,210-348-6544,,No,,,
Leon Smith,No,-,No,JEFFERSON,,,160139,,-,-,"1455 S HIGHWAY 69 NEDERLAND, TX 77627","1340 AIRPORT COMMERCE DR STE 480 AUSTIN, TX 78741",0,3,0,2,5,0,25,15,5,3477,-,16,Therapeutic Family Life,256263-105-3,Child Placing Agency  (Branch),,409-722-3000,,No,,,
Leon Smith,No,-,No,HARRIS,,,162780,,-,-,"1415 NORTH LOOP W STE 800 HOUSTON, TX 77008","1415 NORTH LOOP W STE 800 HOUSTON, TX 77008",0,19,1,14,31,7,88,49,4,10230,-,34,Therapeutic Family Life,256263-105-1,Child Placing Agency  (Branch),,713-861-1500,,No,,,
Leon Smith,No,-,No,TARRANT,,bernieb@tflife.org,137325,,-,-,"2229 AVENUE J STE 105 ARLINGTON, TX 76006","2229 AVENUE J STE 105 ARLINGTON, TX 76006",1,10,1,5,13,2,59,33,5,2187,-,40,Therapeutic Family Life,256263-105-2,Child Placing Agency  (Branch),,817-265-2328,,No,,,www.tflife.org
Leon Smith,No,No,No,TRAVIS,Monday - Friday,virginia.smith@tflife.org,111874,08:00 AM-05:00 PM,5/1/1994,-,"5810 TRADE CENTER DR STE 500 AUSTIN, TX 78744","5810 TRADE CENTER DR STE 500 AUSTIN, TX 78744",0,7,0,2,2,0,28,21,4,2802,8,17,Therapeutic Family Life,256263-105,Child Placing Agency-Adoption Services,,512-451-7310,"Child Care,Transitional Living,Respite Child Care",No,"Emotional Disorders,Mental Retardation,Primary Medical Needs,Pervasive Development Disorder",Full Permit,www.tflife.org
Leon Smith,No,-,No,BELL,,,326992,,-,-,"3500 SW H K DODGEN LOOP STE 101 TEMPLE, TX 76504","3500 SW H K DODGEN LOOP STE 101 TEMPLE, TX 76504",0,8,0,1,4,0,50,33,11,3156,-,25,Therapeutic Family Life,256263-105-13,Child Placing Agency  (Branch),,254-773-3313,,No,,,
Tiffani Jones,No,No,Yes,HARRIS,Monday - Friday,twashington@trinityys.org,265394,09:00 AM-05:00 PM,2/7/2005,-,"6117 RICHMOND AVE STE 100 HOUSTON, TX 77057","6117 RICHMOND AVE STE 100 HOUSTON, TX 77057",3,24,0,8,20,8,89,53,1,3340,0,53,Trinity Foster Care,846072-2669,Child Placing Agency,,713-957-8442,Child Care,No,"Emotional Disorders,Mental Retardation",Full Permit,www.trinityys.org
Chasity Watson,No,No,No,,"Mon, Wed, Fri",volunteer@traffick911.com,1114550,10:00 AM-04:00 PM,2/13/2014,-,,,2,1,1,8,3,1,7,0,1,5767,0,2,Triumph House CPA,1517641-8911,Child Placing Agency,"Office Hours are Monday, Wednesday and Friday 10-12 and 2-4. Tuesday and Thursday are by appointment only.",936-396-1122,Child Care,No,Emotional Disorders,Full Permit,http://www.traffick911.org
Vivian Okundaye,No,No,No,HARRIS,Monday - Sunday,,260825,12:00 AM-12:00 AM,11/10/2004,-,"11805 TRICKEY RD HOUSTON, TX 77067","11805 TRICKEY RD HOUSTON, TX 77067",1,5,0,7,4,1,13,3,0,3206,0,2,Unity Children's Home CPA,843923-395,Child Placing Agency,,281-537-6148,Child Care,No,"Emotional Disorders,Mental Retardation,Primary Medical Needs",Full Permit,
Stephanie Douglas,No,No,No,DALLAS,Tues,steph.douglas@sbcglobal.net,277967,10:00 AM-03:00 PM,10/6/2006,-,"804 DALWORTH ST STE C GRAND PRAIRIE, TX 75050","804 DALWORTH ST STE C GRAND PRAIRIE, TX 75050",0,2,0,0,4,0,10,7,0,4293,0,8,Urban Neighborhood Initiative For Families and Youth (UNIFY),851913-3110,Child Placing Agency-Adoption Services,,972-262-9600,"Child Care,Respite Child Care",No,Emotional Disorders,Full Permit,
Robyn West Gambrel,No,No,No,BEXAR,Monday - Friday,robyn.gambrel@provplace.org,94080,09:00 AM-05:00 PM,7/24/1987,-,"6487 WHITBY RD SAN ANTONIO, TX 78240","6487 WHITBY RD SAN ANTONIO, TX 78240",1,1,1,6,3,1,3,0,0,3227,0,2,Whitby Alliance DBA Providence Place,4-4,Child Placing Agency-Adoption Services,,210-696-2410,Child Care,No,,Full Permit,www.provplace.org
,No,No,No,HARRIS,Monday - Friday,wingsofrefugetx@yahoo.com,711509,10:00 AM-06:00 PM,12/29/2011,-,"3730 KIRBY DR STE 1200 HOUSTON, TX 77098","3730 KIRBY DR STE 1200 HOUSTON, TX 77098",0,6,0,4,6,0,10,2,0,14333,0,0,Wings of Refuge,1186386-6971,Child Placing Agency-Adoption Services,,713-831-6898,"Child Care,Respite Child Care",Yes,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,
Douglas Umoru,No,No,No,DALLAS,"Tues, Thurs",SDaniels@youthinview.org,278706,09:00 AM-05:00 PM,7/27/2005,-,"1510 N HAMPTON RD STE 290 DESOTO, TX 75115","1116 MARISA LN DESOTO, TX 75115",2,4,0,1,4,1,23,14,0,3211,0,20,Youth in View,852248-369,Child Placing Agency-Adoption Services,,214-484-9280,"Child Care,Assessment",No,"Emotional Disorders,Mental Retardation,Pervasive Development Disorder",Full Permit,
